,Precinct Name,In Person,Absentee,Provisional,Totals,,Curbside,County
5,201 - PRECINCT 2-A,428,21,0,449,,2,GREENSVILLE COUNTY
6,202 - PRECINCT 2-B,487,22,0,509,,1,GREENSVILLE COUNTY
7,302 - PRECINCT 3-A,882,69,0,951,,0,GREENSVILLE COUNTY
8,401 - PRECINCT 4-A,242,12,0,254,,0,GREENSVILLE COUNTY
9,402 - PRECINCT 4-B,393,20,0,413,,0,GREENSVILLE COUNTY
10,403 - PRECINCT 4-C,190,8,0,198,,0,GREENSVILLE COUNTY
1,# Central Absentee,0,1002,0,1002,,14,HALIFAX COUNTY
2,## Provisional,0,0,10,10,,0,HALIFAX COUNTY
3,101 - CHILDREY,607,0,0,607,,11,HALIFAX COUNTY
4,102 - LIBERTY,303,0,0,303,,0,HALIFAX COUNTY
5,103 - REPUBLICAN GROVE,631,0,0,631,,5,HALIFAX COUNTY
6,201 - CLAYS MILL,463,0,0,463,,0,HALIFAX COUNTY
7,202 - CROSSROADS,437,0,0,437,,0,HALIFAX COUNTY
8,203 - CLOVER,659,0,0,659,,12,HALIFAX COUNTY
9,302 - MEADVILLE,275,0,0,275,,0,HALIFAX COUNTY
10,304 - VERNON HILL,467,0,0,467,,0,HALIFAX COUNTY
11,305 - SINAI,839,0,0,839,,0,HALIFAX COUNTY
12,401 - COURTHOUSE,793,0,0,793,,5,HALIFAX COUNTY
13,403 - CENTER,747,0,0,747,,0,HALIFAX COUNTY
14,502 - DAN RIVER,1081,0,0,1081,,0,HALIFAX COUNTY
15,503 - SCOTTSBURG,531,0,0,531,,3,HALIFAX COUNTY
16,601 - BLACK WALNUT,630,0,0,630,,2,HALIFAX COUNTY
17,603 - MT CARMEL,932,0,0,932,,6,HALIFAX COUNTY
18,605 - UNION,272,0,0,272,,0,HALIFAX COUNTY
19,701 - HYCO,904,0,0,904,,0,HALIFAX COUNTY
20,702 - MIDWAY,592,0,0,592,,0,HALIFAX COUNTY
21,703 - VIRGILINA,403,0,0,403,,5,HALIFAX COUNTY
22,801 - SOUTH BOSTON,1186,0,0,1186,,35,HALIFAX COUNTY
1,# Central Absentee,0,3010,0,3010,,20,HAMPTON CITY
2,## Provisional,0,0,277,277,,0,HAMPTON CITY
3,101 - ABERDEEN,1447,0,0,1447,,55,HAMPTON CITY
4,102 - BASSETTE,1541,0,0,1541,,51,HAMPTON CITY
5,103 - CITY HALL,939,0,0,939,,4,HAMPTON CITY
6,104 - COOPER,2267,0,0,2267,,65,HAMPTON CITY
7,105 - EAST HAMPTON,1672,0,0,1672,,0,HAMPTON CITY
8,106 - ARMSTRONG,1691,0,0,1691,,14,HAMPTON CITY
9,107 - LINDSAY,1515,0,0,1515,,0,HAMPTON CITY
10,108 - THOMAS,1882,0,0,1882,,0,HAMPTON CITY
11,109 - PHENIX,1790,0,0,1790,,16,HAMPTON CITY
12,110 - PHOEBUS,466,0,0,466,,0,HAMPTON CITY
13,111 - HAMPTON LIBRARY,628,0,0,628,,1,HAMPTON CITY
14,112 - SMITH,2016,0,0,2016,,21,HAMPTON CITY
15,115 - WYTHE,971,0,0,971,,2,HAMPTON CITY
16,116 - JONES,762,0,0,762,,0,HAMPTON CITY
17,117 - KECOUGHTAN,1281,0,0,1281,,1,HAMPTON CITY
18,118 - MALLORY,1906,0,0,1906,,0,HAMPTON CITY
19,201 - BOOKER,1848,0,0,1848,,6,HAMPTON CITY
20,202 - BRYAN,1828,0,0,1828,,13,HAMPTON CITY
21,203 - BURBANK,1297,0,0,1297,,9,HAMPTON CITY
22,204 - FORREST,1471,0,0,1471,,0,HAMPTON CITY
23,205 - ASBURY,2598,0,0,2598,,0,HAMPTON CITY
24,208 - KRAFT,2486,0,0,2486,,12,HAMPTON CITY
25,209 - LANGLEY,1538,0,0,1538,,6,HAMPTON CITY
26,210 - MACHEN,2400,0,0,2400,,0,HAMPTON CITY
27,212 - BETHEL,2551,0,0,2551,,6,HAMPTON CITY
28,213 - PHILLIPS,2434,0,0,2434,,31,HAMPTON CITY
29,214 - TUCKER CAPPS,1998,0,0,1998,,10,HAMPTON CITY
30,215 - TYLER,464,0,0,464,,7,HAMPTON CITY
31,216 - SANDY BOTTOM,1189,0,0,1189,,1,HAMPTON CITY
32,217 - SYMS,839,0,0,839,,2,HAMPTON CITY
1,# Central Absentee,0,3527,0,3527,,10,HANOVER COUNTY
2,## Provisional,0,0,124,124,,0,HANOVER COUNTY
3,101 - ASHLAND,1232,0,0,1232,,12,HANOVER COUNTY
4,104 - SLIDING HILL,1440,0,0,1440,,2,HANOVER COUNTY
5,105 - BERKLEY,1113,0,0,1113,,24,HANOVER COUNTY
6,106 - KERSEY CREEK,846,0,0,846,,4,HANOVER COUNTY
7,107 - CHICKAHOMINY,1172,0,0,1172,,2,HANOVER COUNTY
8,201 - BEAVERDAM,1764,0,0,1764,,50,HANOVER COUNTY
9,202 - BLUNTS,925,0,0,925,,5,HANOVER COUNTY
10,203 - WILMINGTON PARISH,1421,0,0,1421,,10,HANOVER COUNTY
11,206 - COURTHOUSE,1257,0,0,1257,,4,HANOVER COUNTY
12,208 - OAK KNOLL,1291,0,0,1291,,7,HANOVER COUNTY
13,209 - WEST HANOVER,369,0,0,369,,2,HANOVER COUNTY
14,210 - OAK HILL,486,0,0,486,,2,HANOVER COUNTY
15,301 - CLAY,1671,0,0,1671,,38,HANOVER COUNTY
16,303 - SHADY GROVE,1562,0,0,1562,,5,HANOVER COUNTY
17,304 - ATLEE,3591,0,0,3591,,40,HANOVER COUNTY
18,305 - COOL SPRING,1625,0,0,1625,,0,HANOVER COUNTY
19,401 - BATTLEFIELD,1708,0,0,1708,,11,HANOVER COUNTY
20,403 - COLD HARBOR,2051,0,0,2051,,9,HANOVER COUNTY
21,404 - BLACK CREEK,1915,0,0,1915,,13,HANOVER COUNTY
22,405 - PEBBLE CREEK,1061,0,0,1061,,4,HANOVER COUNTY
23,406 - BEAVERDAM CREEK,377,0,0,377,,0,HANOVER COUNTY
24,502 - RURAL POINT,1673,0,0,1673,,18,HANOVER COUNTY
25,503 - NEWMAN,1321,0,0,1321,,3,HANOVER COUNTY
26,504 - STUDLEY,1087,0,0,1087,,2,HANOVER COUNTY
27,505 - TOTOPOTOMOY,865,0,0,865,,4,HANOVER COUNTY
28,506 - GEORGETOWN,1272,0,0,1272,,14,HANOVER COUNTY
29,507 - LAUREL MEADOW,1496,0,0,1496,,5,HANOVER COUNTY
30,601 - VILLAGE,2379,0,0,2379,,11,HANOVER COUNTY
31,602 - LEE DAVIS,1828,0,0,1828,,26,HANOVER COUNTY
32,603 - MECHANICSVILLE,1210,0,0,1210,,14,HANOVER COUNTY
33,604 - HANOVER GROVE,1151,0,0,1151,,21,HANOVER COUNTY
34,701 - FARRINGTON,1600,0,0,1600,,16,HANOVER COUNTY
35,702 - MONTPELIER,1468,0,0,1468,,4,HANOVER COUNTY
36,703 - ROCKVILLE,1583,0,0,1583,,4,HANOVER COUNTY
37,704 - ELMONT,1678,0,0,1678,,4,HANOVER COUNTY
38,705 - SOUTH ANNA,906,0,0,906,,4,HANOVER COUNTY
1,# Central Absentee,0,986,0,986,,3,HARRISONBURG CITY
2,## Provisional,0,0,167,167,,0,HARRISONBURG CITY
3,101 - NORTHEAST,1903,0,0,1903,,2,HARRISONBURG CITY
4,102 - EAST CENTRAL,936,0,0,936,,1,HARRISONBURG CITY
5,103 - SOUTHEAST,1808,0,0,1808,,0,HARRISONBURG CITY
6,104 - EAST,1718,0,0,1718,,0,HARRISONBURG CITY
7,105 - South East Central,1116,0,0,1116,,0,HARRISONBURG CITY
8,201 - NORTHWEST,1757,0,0,1757,,8,HARRISONBURG CITY
9,202 - SOUTHWEST,1851,0,0,1851,,1,HARRISONBURG CITY
10,203 -  WEST,1702,0,0,1702,,2,HARRISONBURG CITY
1,# Central Absentee,0,11415,0,11415,,80,HENRICO COUNTY
2,## Provisional,0,0,595,595,,0,HENRICO COUNTY
3,101 - COALPIT,2547,0,0,2547,,0,HENRICO COUNTY
4,102 - DUMBARTON,1985,0,0,1985,,7,HENRICO COUNTY
5,103 - GLEN ALLEN,2695,0,0,2695,,9,HENRICO COUNTY
6,105 - GREENDALE,2014,0,0,2014,,0,HENRICO COUNTY
7,106 - HERMITAGE,1888,0,0,1888,,8,HENRICO COUNTY
8,108 - HUNGARY CREEK,2583,0,0,2583,,66,HENRICO COUNTY
9,109 - HUNTON,662,0,0,662,,0,HENRICO COUNTY
10,110 - JOHNSON,2086,0,0,2086,,20,HENRICO COUNTY
11,111 - LAKESIDE,2481,0,0,2481,,0,HENRICO COUNTY
12,112 - LONGAN,1741,0,0,1741,,15,HENRICO COUNTY
13,113 - MAUDE TREVVETT,782,0,0,782,,1,HENRICO COUNTY
14,114 - MONUMENT HILLS,770,0,0,770,,0,HENRICO COUNTY
15,115 - STAPLES MILL,2616,0,0,2616,,120,HENRICO COUNTY
16,117 - WESTWOOD,1432,0,0,1432,,8,HENRICO COUNTY
17,201 - ADAMS,1309,0,0,1309,,44,HENRICO COUNTY
18,202 - AZALEA,1925,0,0,1925,,26,HENRICO COUNTY
19,203 - BELMONT,1555,0,0,1555,,0,HENRICO COUNTY
20,204 - BROOKLAND,467,0,0,467,,2,HENRICO COUNTY
21,205 - CANTERBURY,560,0,0,560,,0,HENRICO COUNTY
22,206 - CENTRAL GARDENS,1630,0,0,1630,,23,HENRICO COUNTY
23,207 - CHAMBERLAYNE,1780,0,0,1780,,25,HENRICO COUNTY
24,208 - FAIRFIELD,1445,0,0,1445,,10,HENRICO COUNTY
25,209 - GLEN LEA,1108,0,0,1108,,1,HENRICO COUNTY
26,210 - GREENWOOD,1050,0,0,1050,,3,HENRICO COUNTY
27,211 - HIGHLAND GARDENS,656,0,0,656,,5,HENRICO COUNTY
28,212 - HOLLYBROOK,594,0,0,594,,0,HENRICO COUNTY
29,213 - HUNGARY,1098,0,0,1098,,8,HENRICO COUNTY
30,214 - LONGDALE,1059,0,0,1059,,5,HENRICO COUNTY
31,215 - MAPLEWOOD,1753,0,0,1753,,2,HENRICO COUNTY
32,216 - MOODY,712,0,0,712,,0,HENRICO COUNTY
33,217 - MOUNTAIN,536,0,0,536,,0,HENRICO COUNTY
34,218 - OAKVIEW,110,0,0,110,,0,HENRICO COUNTY
35,219 - RANDOLPH,236,0,0,236,,0,HENRICO COUNTY
36,220 - RATCLIFFE,2079,0,0,2079,,10,HENRICO COUNTY
37,221 - STRATFORD HALL,246,0,0,246,,0,HENRICO COUNTY
38,222 - WILDER,1364,0,0,1364,,4,HENRICO COUNTY
39,223 - YELLOW TAVERN,2104,0,0,2104,,14,HENRICO COUNTY
40,224 - ESSEX VILLAGE,383,0,0,383,,0,HENRICO COUNTY
41,301 - CAUSEWAY,1445,0,0,1445,,0,HENRICO COUNTY
42,302 - CEDARFIELD,1841,0,0,1841,,0,HENRICO COUNTY
43,303 - INNSBROOK,2004,0,0,2004,,0,HENRICO COUNTY
44,304 - JACKSON DAVIS,1131,0,0,1131,,0,HENRICO COUNTY
45,305 - NUCKOLS FARM,2260,0,0,2260,,49,HENRICO COUNTY
46,306 - POCAHONTAS,1774,0,0,1774,,2,HENRICO COUNTY
47,307 - RIDGE,1028,0,0,1028,,0,HENRICO COUNTY
48,308 - RIVERS EDGE,2067,0,0,2067,,9,HENRICO COUNTY
49,309 - SADLER,2009,0,0,2009,,2,HENRICO COUNTY
50,310 - SHADY GROVE,2184,0,0,2184,,0,HENRICO COUNTY
51,311 - SHORT PUMP,2671,0,0,2671,,22,HENRICO COUNTY
52,312 - SPRINGFIELD,1261,0,0,1261,,0,HENRICO COUNTY
53,313 - STONEY RUN,2587,0,0,2587,,0,HENRICO COUNTY
54,314 - THREE CHOPT,1861,0,0,1861,,5,HENRICO COUNTY
55,315 - TUCKER,2009,0,0,2009,,7,HENRICO COUNTY
56,401 - QUIOCCASIN ,1923,0,0,1923,,8,HENRICO COUNTY
57,402 - CRESTVIEW,1515,0,0,1515,,0,HENRICO COUNTY
58,403 - DERBYSHIRE,1420,0,0,1420,,6,HENRICO COUNTY
59,404 - FREEMAN,1245,0,0,1245,,4,HENRICO COUNTY
60,405 - GAYTON,2119,0,0,2119,,15,HENRICO COUNTY
61,406 - GODWIN,1669,0,0,1669,,4,HENRICO COUNTY
62,407 - LAKEWOOD,1356,0,0,1356,,6,HENRICO COUNTY
63,408 - LAUDERDALE,1599,0,0,1599,,22,HENRICO COUNTY
64,409 - MAYBEURY,1842,0,0,1842,,2,HENRICO COUNTY
65,410 - MOORELAND,1133,0,0,1133,,2,HENRICO COUNTY
66,411 - PEMBERTON,1476,0,0,1476,,14,HENRICO COUNTY
67,412 - PINCHBECK,1966,0,0,1966,,0,HENRICO COUNTY
68,413 - RIDGEFIELD,2150,0,0,2150,,0,HENRICO COUNTY
69,414 - ROLLINGWOOD,1378,0,0,1378,,5,HENRICO COUNTY
70,415 - SKIPWITH,966,0,0,966,,1,HENRICO COUNTY
71,416 - SPOTTSWOOD,793,0,0,793,,0,HENRICO COUNTY
72,417 - TUCKAHOE,2526,0,0,2526,,9,HENRICO COUNTY
73,418 - WELBORNE,1218,0,0,1218,,1,HENRICO COUNTY
74,419 - WEST END,1777,0,0,1777,,2,HENRICO COUNTY
75,501 - ANTIOCH,1261,0,0,1261,,3,HENRICO COUNTY
76,502 - CEDAR FORK,773,0,0,773,,2,HENRICO COUNTY
77,503 - CHICKAHOMINY,1436,0,0,1436,,15,HENRICO COUNTY
78,504 - DONAHOE,1038,0,0,1038,,2,HENRICO COUNTY
79,505 - DOREY,1705,0,0,1705,,7,HENRICO COUNTY
80,506 - EANES,1472,0,0,1472,,8,HENRICO COUNTY
81,507 - ELKO,456,0,0,456,,1,HENRICO COUNTY
82,508 - HIGHLAND SPRINGS,1167,0,0,1167,,6,HENRICO COUNTY
83,509 - LABURNUM,1242,0,0,1242,,0,HENRICO COUNTY
84,510 - MEHFOUD,1373,0,0,1373,,3,HENRICO COUNTY
85,511 - MONTROSE,2367,0,0,2367,,81,HENRICO COUNTY
86,512 - NINE MILE,698,0,0,698,,2,HENRICO COUNTY
87,513 - PLEASANTS,1841,0,0,1841,,9,HENRICO COUNTY
88,514 - ROLFE,3054,0,0,3054,,8,HENRICO COUNTY
89,515 - SANDSTON,1163,0,0,1163,,2,HENRICO COUNTY
90,516 - SULLIVANS,1287,0,0,1287,,7,HENRICO COUNTY
91,517 - TOWN HALL,628,0,0,628,,2,HENRICO COUNTY
92,518 - WHITLOCKS,1377,0,0,1377,,4,HENRICO COUNTY
1,# Central Absentee,0,1045,0,1045,,0,HENRY COUNTY
2,## Provisional,0,0,19,19,,0,HENRY COUNTY
3,101 - BASSETT NUMBER TWO,391,0,0,391,,3,HENRY COUNTY
4,102 - GUNVILLE,744,0,0,744,,0,HENRY COUNTY
5,103 - SCOTT'S TANYARD,1272,0,0,1272,,5,HENRY COUNTY
6,201 - FIELDALE,498,0,0,498,,2,HENRY COUNTY
7,202 - HORSEPASTURE #1,884,0,0,884,,6,HENRY COUNTY
8,203 - HORSEPASTURE #2,810,0,0,810,,10,HENRY COUNTY
9,204 - SPENCER,934,0,0,934,,6,HENRY COUNTY
10,302 - AXTON,606,0,0,606,,1,HENRY COUNTY
11,303 - IRISBURG,1061,0,0,1061,,6,HENRY COUNTY
12,304 - MOUNT OLIVET,1223,0,0,1223,,6,HENRY COUNTY
13,305 - MOUNTAIN VALLEY,545,0,0,545,,2,HENRY COUNTY
14,401 - COLLINSVILLE NUMBER 1,558,0,0,558,,1,HENRY COUNTY
15,402 - DANIELS CREEK,622,0,0,622,,1,HENRY COUNTY
16,404 - COLLINSVILLE NUMBER 2,1053,0,0,1053,,1,HENRY COUNTY
17,405 - MOUNTAIN VIEW,612,0,0,612,,3,HENRY COUNTY
18,501 - BASSETT NUMBER ONE,474,0,0,474,,1,HENRY COUNTY
19,502 - FIGSBORO,685,0,0,685,,2,HENRY COUNTY
20,503 - STANLEYTOWN,1001,0,0,1001,,1,HENRY COUNTY
21,504 - OAK LEVEL,386,0,0,386,,0,HENRY COUNTY
22,505 - DYERS STORE,414,0,0,414,,3,HENRY COUNTY
23,601 - FONTAINE,884,0,0,884,,4,HENRY COUNTY
24,602 - HILLCREST,347,0,0,347,,0,HENRY COUNTY
25,603 - RIDGEWAY #1,979,0,0,979,,1,HENRY COUNTY
26,604 - RIDGEWAY #2,748,0,0,748,,1,HENRY COUNTY
1,001 - MONTEREY,362,29,0,391,,0,HIGHLAND COUNTY
2,003 - WILSONS MILL,80,15,0,95,,0,HIGHLAND COUNTY
3,005 - BLUE GRASS,211,14,0,225,,0,HIGHLAND COUNTY
4,007 - MILL GAP,132,10,0,142,,2,HIGHLAND COUNTY
5,008 - MCDOWELL,245,16,0,261,,0,HIGHLAND COUNTY
6,010 - HEADWATERS,72,7,0,79,,0,HIGHLAND COUNTY
1,# Central Absentee,0,446,0,446,,5,HOPEWELL CITY
2,## Provisional,0,0,10,10,,0,HOPEWELL CITY
3,101 - WARD ONE,722,0,0,722,,0,HOPEWELL CITY
4,201 - WARD TWO,669,0,0,669,,0,HOPEWELL CITY
5,301 - WARD THREE,1159,0,0,1159,,0,HOPEWELL CITY
6,401 - WARD FOUR,1382,0,0,1382,,0,HOPEWELL CITY
7,501 - WARD FIVE,946,0,0,946,,0,HOPEWELL CITY
8,601 - WARD SIX,803,0,0,803,,0,HOPEWELL CITY
9,701 - WARD SEVEN,794,0,0,794,,0,HOPEWELL CITY
1,# Central Absentee,0,983,0,983,,14,ISLE OF WIGHT COUNTY
2,## Provisional,0,0,29,29,,0,ISLE OF WIGHT COUNTY
3,101 - SMITHFIELD,1978,0,0,1978,,15,ISLE OF WIGHT COUNTY
4,102 - CYPRESS CREEK,1602,0,0,1602,,3,ISLE OF WIGHT COUNTY
5,201 - BARTLETT,1948,0,0,1948,,5,ISLE OF WIGHT COUNTY
6,202 - CARROLLTON,2003,0,0,2003,,9,ISLE OF WIGHT COUNTY
7,301 - RUSHMERE,1410,0,0,1410,,32,ISLE OF WIGHT COUNTY
8,302 - PONS,1397,0,0,1397,,33,ISLE OF WIGHT COUNTY
9,401 - COURTHOUSE,579,0,0,579,,2,ISLE OF WIGHT COUNTY
10,402 - WINDSOR,1159,0,0,1159,,4,ISLE OF WIGHT COUNTY
11,403 - LONGVIEW,1139,0,0,1139,,3,ISLE OF WIGHT COUNTY
12,501 - WALTERS,642,0,0,642,,3,ISLE OF WIGHT COUNTY
13,502 - CAMPS MILL,322,0,0,322,,0,ISLE OF WIGHT COUNTY
14,503 - CARRSVILLE,463,0,0,463,,5,ISLE OF WIGHT COUNTY
15,504 - ZUNI,810,0,0,810,,5,ISLE OF WIGHT COUNTY
16,505 - RAYNOR,449,0,0,449,,2,ISLE OF WIGHT COUNTY
1,# Central Absentee,0,4698,0,4698,,0,JAMES CITY COUNTY
2,## Provisional,0,0,112,112,,0,JAMES CITY COUNTY
3,101 - BERKELEY A,2222,0,0,2222,,8,JAMES CITY COUNTY
4,102 - BERKELEY B,1490,0,0,1490,,6,JAMES CITY COUNTY
5,103 - BERKELEY C,2982,0,0,2982,,7,JAMES CITY COUNTY
6,104- BERKELEY D,703,0,0,703,,1,JAMES CITY COUNTY
7,201 - JAMESTOWN A,660,0,0,660,,4,JAMES CITY COUNTY
8,202 - JAMESTOWN B,2072,0,0,2072,,0,JAMES CITY COUNTY
9,203 - JAMESTOWN C,1761,0,0,1761,,24,JAMES CITY COUNTY
10,204 - JAMESTOWN D,2459,0,0,2459,,17,JAMES CITY COUNTY
11,301 - POWHATAN A,2542,0,0,2542,,48,JAMES CITY COUNTY
12,302 - POWHATAN B,728,0,0,728,,0,JAMES CITY COUNTY
13,303 - POWHATAN C,866,0,0,866,,6,JAMES CITY COUNTY
14,304 - POWHATAN D,2036,0,0,2036,,40,JAMES CITY COUNTY
15,401 - STONEHOUSE A,2416,0,0,2416,,0,JAMES CITY COUNTY
16,402 - STONEHOUSE B,3259,0,0,3259,,32,JAMES CITY COUNTY
17,403 - STONEHOUSE C,2126,0,0,2126,,0,JAMES CITY COUNTY
18,501 - ROBERTS A,1008,0,0,1008,,8,JAMES CITY COUNTY
19,502 - ROBERTS B,2348,0,0,2348,,7,JAMES CITY COUNTY
20,503 - ROBERTS C,387,0,0,387,,0,JAMES CITY COUNTY
21,504 - ROBERTS D,2180,0,0,2180,,25,JAMES CITY COUNTY
1,# Central Absentee,0,203,0,203,,5,KING & QUEEN COUNTY
2,## Provisional,0,0,3,3,,0,KING & QUEEN COUNTY
3,101 - OWENTON,536,0,0,536,,3,KING & QUEEN COUNTY
4,201 - CLARKS,592,0,0,592,,0,KING & QUEEN COUNTY
5,301 - SHACKLEFORDS,570,0,0,570,,8,KING & QUEEN COUNTY
6,401 - COURTHOUSE,582,0,0,582,,2,KING & QUEEN COUNTY
7,501 - OLDMILL,497,0,0,497,,4,KING & QUEEN COUNTY
1,# Central Absentee,0,949,0,949,,0,KING GEORGE COUNTY
2,## Provisional,0,0,21,21,,0,KING GEORGE COUNTY
3,101 - COURTHOUSE,1667,0,0,1667,,5,KING GEORGE COUNTY
4,102 - PASSAPATANZY,816,0,0,816,,1,KING GEORGE COUNTY
5,201 - MONROE,2259,0,0,2259,,70,KING GEORGE COUNTY
6,301 - DAHLGREN,1962,0,0,1962,,20,KING GEORGE COUNTY
7,401 - SHILOH,2114,0,0,2114,,35,KING GEORGE COUNTY
1,# Central Absentee,0,318,0,318,,2,KING WILLIAM COUNTY
2,## Provisional,0,0,10,10,,0,KING WILLIAM COUNTY
3,101 - WEST POINT,1341,0,0,1341,,0,KING WILLIAM COUNTY
4,201 - SWEET HALL,517,0,0,517,,1,KING WILLIAM COUNTY
5,202 - COURTHOUSE,907,0,0,907,,1,KING WILLIAM COUNTY
6,301 - AYLETT,1398,0,0,1398,,21,KING WILLIAM COUNTY
7,401 - MANQUIN,1518,0,0,1518,,17,KING WILLIAM COUNTY
8,501 - MANGOHICK,1537,0,0,1537,,23,KING WILLIAM COUNTY
1,# Central Absentee,0,603,0,603,,0,LANCASTER COUNTY
2,## Provisional,0,0,6,6,,0,LANCASTER COUNTY
3,101 - PRECINCT 1-1,1010,0,0,1010,,6,LANCASTER COUNTY
4,201 - PRECINCT 2-1,912,0,0,912,,10,LANCASTER COUNTY
5,301 - PRECINCT 3-1,766,0,0,766,,0,LANCASTER COUNTY
6,302 - PRECINCT 3-2,414,0,0,414,,1,LANCASTER COUNTY
7,401 - PRECINCT 4-1,894,0,0,894,,9,LANCASTER COUNTY
8,501 - PRECINCT 5-1,1160,0,0,1160,,8,LANCASTER COUNTY
1,# Central Absentee,0,470,0,470,,2,LEE COUNTY
2,## Provisional,0,0,0,0,,0,LEE COUNTY
3,101 - ELYDALE,312,0,0,312,,0,LEE COUNTY
4,102 - EWING,322,0,0,322,,0,LEE COUNTY
5,103 - ROSE HILL,625,0,0,625,,0,LEE COUNTY
6,201 - BLACKWATER,136,0,0,136,,0,LEE COUNTY
7,202 - FLATWOODS,506,0,0,506,,0,LEE COUNTY
8,203 - JONESVILLE,780,0,0,780,,1,LEE COUNTY
9,301 - BEN HUR,828,0,0,828,,3,LEE COUNTY
10,302 - WOODWAY,535,0,0,535,,0,LEE COUNTY
11,401 - STICKLEYVILLE,292,0,0,292,,0,LEE COUNTY
12,402 - JASPER,220,0,0,220,,0,LEE COUNTY
13,403 - SEMINARY,300,0,0,300,,0,LEE COUNTY
14,404 - DRYDEN,541,0,0,541,,2,LEE COUNTY
15,501 - SAINT CHARLES,255,0,0,255,,0,LEE COUNTY
16,502 - PENNINGTON,566,0,0,566,,0,LEE COUNTY
17,503 - ROBBINS CHAPEL,81,0,0,81,,0,LEE COUNTY
18,504 - KEOKEE,126,0,0,126,,0,LEE COUNTY
1,# Central Absentee,0,297,0,297,,0,LEXINGTON CITY
2,## Provisional,0,0,4,4,,0,LEXINGTON CITY
3,001 - LEXINGTON,1843,0,0,1843,,19,LEXINGTON CITY
1,# Central Absentee,0,20506,0,20506,,0,LOUDOUN COUNTY
2,## Provisional,0,0,384,384,,0,LOUDOUN COUNTY
3,107 - LITTLE RIVER,1669,0,0,1669,,1,LOUDOUN COUNTY
4,108 - MERCER,1596,0,0,1596,,2,LOUDOUN COUNTY
5,112 - FREEDOM,1188,0,0,1188,,1,LOUDOUN COUNTY
6,114 - DULLES SOUTH,1477,0,0,1477,,0,LOUDOUN COUNTY
7,117 - CARTER,803,0,0,803,,1,LOUDOUN COUNTY
8,118 - MOOREFIELD,1776,0,0,1776,,0,LOUDOUN COUNTY
9,119 - ARCOLA,1353,0,0,1353,,0,LOUDOUN COUNTY
10,120 - LUNSFORD,1854,0,0,1854,,1,LOUDOUN COUNTY
11,121 - TOWN HALL,1143,0,0,1143,,0,LOUDOUN COUNTY
12,122 - HUTCHISON FARM,1883,0,0,1883,,0,LOUDOUN COUNTY
13,123 - CARDINAL RIDGE,1100,0,0,1100,,0,LOUDOUN COUNTY
14,124 - LIBERTY,1256,0,0,1256,,0,LOUDOUN COUNTY
15,125 - ROCK RIDGE,1505,0,0,1505,,0,LOUDOUN COUNTY
16,126-GOSHEN POST,1700,0,0,1700,,3,LOUDOUN COUNTY
17,207 - RIVER BEND,1172,0,0,1172,,2,LOUDOUN COUNTY
18,208 - ALGONKIAN,1185,0,0,1185,,0,LOUDOUN COUNTY
19,209 - POTOMAC FALLS,1716,0,0,1716,,0,LOUDOUN COUNTY
20,210 - CASCADES,1968,0,0,1968,,0,LOUDOUN COUNTY
21,213 - COUNTRYSIDE,682,0,0,682,,15,LOUDOUN COUNTY
22,214 - SUGARLAND NORTH,2083,0,0,2083,,8,LOUDOUN COUNTY
23,215 - SUGARLAND SOUTH,1863,0,0,1863,,0,LOUDOUN COUNTY
24,216 - LOWES ISLAND,1599,0,0,1599,,0,LOUDOUN COUNTY
25,217 - SOUTH BANK,1963,0,0,1963,,15,LOUDOUN COUNTY
26,218 - UNIVERSITY CENTER,1226,0,0,1226,,2,LOUDOUN COUNTY
27,219 - GALILEE CHURCH,1413,0,0,1413,,0,LOUDOUN COUNTY
28,301 - PURCELLVILLE,2050,0,0,2050,,0,LOUDOUN COUNTY
29,302 - ROUND HILL,1758,0,0,1758,,0,LOUDOUN COUNTY
30,303 - HILLSBORO,1625,0,0,1625,,0,LOUDOUN COUNTY
31,305 - PHILOMONT,771,0,0,771,,0,LOUDOUN COUNTY
32,307 - MIDDLEBURG,817,0,0,817,,0,LOUDOUN COUNTY
33,308 - ST LOUIS,836,0,0,836,,0,LOUDOUN COUNTY
34,309 - ALDIE,648,0,0,648,,1,LOUDOUN COUNTY
35,310 - MOUNTAIN VIEW,2203,0,0,2203,,0,LOUDOUN COUNTY
36,311 - ROUND HILL ELEMENTARY,1688,0,0,1688,,0,LOUDOUN COUNTY
37,312 - BRIAR WOODS,1886,0,0,1886,,3,LOUDOUN COUNTY
38,313 - PINEBROOK,1722,0,0,1722,,0,LOUDOUN COUNTY
39,314 - LEGACY,1658,0,0,1658,,0,LOUDOUN COUNTY
40,315 - FIREHOUSE,582,0,0,582,,0,LOUDOUN COUNTY
41,316 - CREIGHTON'S CORNER,1869,0,0,1869,,0,LOUDOUN COUNTY
42,318 - MADISON'S TRUST,1948,0,0,1948,,0,LOUDOUN COUNTY
43,319 - JOHN CHAMPE,2319,0,0,2319,,0,LOUDOUN COUNTY
44,320 - STONE HILL,1949,0,0,1949,,1,LOUDOUN COUNTY
45,321 - BRAMBLETON MIDDLE,1159,0,0,1159,,0,LOUDOUN COUNTY
46,322-BUFFALO TRAIL,1248,0,0,1248,,0,LOUDOUN COUNTY
47,401 - WEST LOVETTSVILLE,2095,0,0,2095,,0,LOUDOUN COUNTY
48,402 - WATERFORD,1834,0,0,1834,,11,LOUDOUN COUNTY
